Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.01 15:00:00,2.03529361897E-06
2024.09.01 16:00:00,2.03880949812E-06
2024.09.01 17:00:00,2.04267075787E-06
2024.09.01 18:00:00,2.04650041269E-06
2024.09.01 19:00:00,2.05045080293E-06
2024.09.01 20:00:00,2.05457763514E-06
2024.09.01 21:00:00,2.05909509532E-06
2024.09.01 22:00:00,2.06380218515E-06
2024.09.01 23:00:00,2.06894833354E-06
2024.09.02 00:00:00,2.07492121262E-06
2024.09.02 01:00:00,2.08023743653E-06
2024.09.02 02:00:00,2.0852257876E-06
2024.09.02 03:00:00,2.09044515032E-06
2024.09.02 04:00:00,2.09761060432E-06
2024.09.02 05:00:00,2.10322082239E-06
2024.09.02 06:00:00,2.10798066291E-06
2024.09.02 07:00:00,2.11373935599E-06
2024.09.02 08:00:00,2.12034387914E-06
2024.09.02 09:00:00,2.12679924516E-06
2024.09.02 10:00:00,2.13448834074E-06
2024.09.02 11:00:00,2.14383476305E-06
2024.09.02 12:00:00,2.15297495743E-06
2024.09.02 13:00:00,2.16098828787E-06
2024.09.02 14:00:00,2.16873854697E-06
2024.09.02 15:00:00,2.17805950342E-06
2024.09.02 16:00:00,2.18415038944E-06
2024.09.02 17:00:00,2.18783134187E-06
2024.09.02 18:00:00,2.18954346565E-06
2024.09.02 19:00:00,2.19063667828E-06
2024.09.02 20:00:00,2.19283697334E-06
2024.09.02 21:00:00,2.19600497076E-06
2024.09.02 22:00:00,2.19953540181E-06
2024.09.02 23:00:00,2.20349352276E-06
2024.09.03 00:00:00,2.20811170948E-06
2024.09.03 01:00:00,2.21182517635E-06
2024.09.03 02:00:00,2.21691720981E-06
2024.09.03 03:00:00,2.21976483772E-06
2024.09.03 04:00:00,2.22354719881E-06
2024.09.03 05:00:00,2.23045731218E-06
2024.09.03 06:00:00,2.23673350774E-06
2024.09.03 07:00:00,2.24273139793E-06
2024.09.03 08:00:00,2.24814925787E-06
2024.09.03 09:00:00,2.2522119707E-06
2024.09.03 10:00:00,2.25547842092E-06
2024.09.03 11:00:00,2.25857638725E-06
2024.09.03 12:00:00,2.26218799071E-06
2024.09.03 13:00:00,2.2657432055E-06
2024.09.03 14:00:00,2.27084274229E-06
2024.09.03 15:00:00,2.27617897508E-06
2024.09.03 16:00:00,2.2822612209E-06
2024.09.03 17:00:00,2.28913154388E-06
2024.09.03 18:00:00,2.29640750149E-06
2024.09.03 19:00:00,2.30311457017E-06
2024.09.03 20:00:00,2.30871683016E-06
2024.09.03 21:00:00,2.31396779782E-06
2024.09.03 22:00:00,2.31967351283E-06
2024.09.03 23:00:00,2.32567072089E-06
2024.09.04 00:00:00,2.33193600252E-06
2024.09.04 01:00:00,2.33912055592E-06
2024.09.04 02:00:00,2.34825711232E-06
2024.09.04 03:00:00,2.35898755818E-06
2024.09.04 04:00:00,2.37014501181E-06
2024.09.04 05:00:00,2.38157394961E-06
2024.09.04 06:00:00,2.39193695961E-06
2024.09.04 07:00:00,2.39974428951E-06
2024.09.04 08:00:00,2.40521103478E-06
2024.09.04 09:00:00,2.40935014517E-06
2024.09.04 10:00:00,2.41421730607E-06
2024.09.04 11:00:00,2.42120836447E-06
2024.09.04 12:00:00,2.43171825787E-06
2024.09.04 13:00:00,2.44868783739E-06
2024.09.04 14:00:00,2.46500121648E-06
2024.09.04 15:00:00,2.47895150096E-06
2024.09.04 16:00:00,2.48919104706E-06
2024.09.04 17:00:00,2.49169602284E-06
2024.09.04 18:00:00,2.48944093073E-06
2024.09.04 19:00:00,2.48971946348E-06
2024.09.04 20:00:00,2.4923779165E-06
2024.09.04 21:00:00,2.49634513239E-06
2024.09.04 22:00:00,2.5022304726E-06
2024.09.04 23:00:00,2.50886751019E-06
2024.09.05 00:00:00,2.51529172601E-06
2024.09.05 01:00:00,2.52222253039E-06
2024.09.05 02:00:00,2.52956010627E-06
2024.09.05 03:00:00,2.53696180152E-06
2024.09.05 04:00:00,2.54423912338E-06
2024.09.05 05:00:00,2.55160171037E-06
2024.09.05 06:00:00,2.55914801528E-06
2024.09.05 07:00:00,2.56678026744E-06
2024.09.05 08:00:00,2.5741992431E-06
2024.09.05 09:00:00,2.57973965745E-06
2024.09.05 10:00:00,2.58429804489E-06
2024.09.05 11:00:00,2.58868044511E-06
2024.09.05 12:00:00,2.59344460574E-06
2024.09.05 13:00:00,2.59867056229E-06
2024.09.05 14:00:00,2.60498450189E-06
2024.09.05 15:00:00,2.61159743786E-06
2024.09.05 16:00:00,2.61672630586E-06
2024.09.05 17:00:00,2.62105390902E-06
2024.09.05 18:00:00,2.6255775083E-06
2024.09.05 19:00:00,2.63081005869E-06
2024.09.05 20:00:00,2.63668698608E-06
2024.09.05 21:00:00,2.64280561169E-06
2024.09.05 22:00:00,2.64897107627E-06
2024.09.05 23:00:00,2.65550511358E-06
2024.09.06 00:00:00,2.66240954261E-06
2024.09.06 01:00:00,2.66979441221E-06
2024.09.06 02:00:00,2.67725204139E-06
2024.09.06 03:00:00,2.68530061476E-06
2024.09.06 04:00:00,2.69350357485E-06
2024.09.06 05:00:00,2.70208124675E-06
2024.09.06 06:00:00,2.71074463853E-06
2024.09.06 07:00:00,2.7194962513E-06
2024.09.06 08:00:00,2.72870738627E-06
2024.09.06 09:00:00,2.73798627859E-06
2024.09.06 10:00:00,2.7466658139E-06
2024.09.06 11:00:00,2.75621164292E-06
2024.09.06 12:00:00,2.76583250525E-06
2024.09.06 13:00:00,2.77405570159E-06
2024.09.06 14:00:00,2.78245511254E-06
2024.09.06 15:00:00,2.79076857623E-06
2024.09.06 16:00:00,2.80469794234E-06
2024.09.06 17:00:00,2.81372763311E-06
2024.09.06 18:00:00,2.8221318189E-06
2024.09.06 19:00:00,2.82934411189E-06
2024.09.06 20:00:00,2.83549707092E-06
2024.09.06 21:00:00,2.8416332043E-06
2024.09.06 22:00:00,2.8479073535E-06
2024.09.06 23:00:00,2.85477858597E-06
2024.09.07 00:00:00,2.86150066131E-06
2024.09.07 01:00:00,2.86627664536E-06
2024.09.07 02:00:00,2.87355123874E-06
2024.09.07 03:00:00,2.88583873953E-06
2024.09.07 04:00:00,2.88891851596E-06
2024.09.07 05:00:00,2.89663853437E-06
