Time [yyyy.MM.dd HH:mm:ss],OXY [g/m3]
2024.08.23 21:00:00,9.96360969543
2024.08.23 22:00:00,9.95866394043
2024.08.23 23:00:00,9.95899009705
2024.08.24 00:00:00,9.95847988129
2024.08.24 01:00:00,9.95913696289
2024.08.24 02:00:00,9.95865345001
2024.08.24 03:00:00,9.9595451355
2024.08.24 04:00:00,9.95912075043
2024.08.24 05:00:00,9.95905780792
2024.08.24 06:00:00,9.95893764496
2024.08.24 07:00:00,9.96113872528
2024.08.24 08:00:00,9.96244430542
2024.08.24 09:00:00,9.961186409
2024.08.24 10:00:00,9.955119133
2024.08.24 11:00:00,9.95603084564
2024.08.24 12:00:00,9.95318222046
2024.08.24 13:00:00,9.95173835754
2024.08.24 14:00:00,9.95188426971
2024.08.24 15:00:00,9.95028018951
2024.08.24 16:00:00,9.94067573547
2024.08.24 17:00:00,9.94128417969
2024.08.24 18:00:00,9.94235992432
2024.08.24 19:00:00,9.94355678558
2024.08.24 20:00:00,9.87670612335
2024.08.24 21:00:00,9.84125137329
2024.08.24 22:00:00,9.87636470795
2024.08.24 23:00:00,9.90449810028
2024.08.25 00:00:00,9.90764427185
2024.08.25 01:00:00,9.92748165131
2024.08.25 02:00:00,9.93945884705
2024.08.25 03:00:00,9.94846153259
2024.08.25 04:00:00,9.94323253632
2024.08.25 05:00:00,9.945936203
2024.08.25 06:00:00,9.94209194183
2024.08.25 07:00:00,9.94337940216
2024.08.25 08:00:00,9.95401191711
2024.08.25 09:00:00,9.95483589172
2024.08.25 10:00:00,9.9440984726
2024.08.25 11:00:00,9.94198799133
2024.08.25 12:00:00,9.93706703186
2024.08.25 13:00:00,9.93084430695
2024.08.25 14:00:00,9.92740821838
2024.08.25 15:00:00,9.95815753937
2024.08.25 16:00:00,9.96728038788
2024.08.25 17:00:00,9.96544933319
2024.08.25 18:00:00,9.97504997253
2024.08.25 19:00:00,9.98418617249
2024.08.25 20:00:00,9.98694705963
2024.08.25 21:00:00,9.99172115326
2024.08.25 22:00:00,9.99477100372
2024.08.25 23:00:00,9.99296474457
2024.08.26 00:00:00,9.99886322021
2024.08.26 01:00:00,9.99322223663
2024.08.26 02:00:00,9.99561786652
2024.08.26 03:00:00,9.99858188629
2024.08.26 04:00:00,9.99814128876
2024.08.26 05:00:00,10.002866745
2024.08.26 06:00:00,9.99738311768
2024.08.26 07:00:00,10.0036039352
2024.08.26 08:00:00,10.0024662018
2024.08.26 09:00:00,10.0058937073
2024.08.26 10:00:00,10.021935463
2024.08.26 11:00:00,10.0379190445
2024.08.26 12:00:00,10.0462226868
2024.08.26 13:00:00,10.0489816666
2024.08.26 14:00:00,10.053478241
2024.08.26 15:00:00,10.0544672012
2024.08.26 16:00:00,10.0583848953
2024.08.26 17:00:00,10.0611667633
2024.08.26 18:00:00,10.0556154251
2024.08.26 19:00:00,10.0508804321
2024.08.26 20:00:00,10.0472412109
2024.08.26 21:00:00,10.0461053848
2024.08.26 22:00:00,10.0445756912
2024.08.26 23:00:00,10.044667244
2024.08.27 00:00:00,10.0440254211
2024.08.27 01:00:00,10.037563324
2024.08.27 02:00:00,10.039232254
2024.08.27 03:00:00,10.0372610092
2024.08.27 04:00:00,10.0343751907
2024.08.27 05:00:00,10.0330209732
2024.08.27 06:00:00,10.0314807892
