Time [yyyy.MM.dd HH:mm:ss],OXY [g/m3]
2024.10.07 09:00:00,10.3358383179
2024.10.07 10:00:00,10.3409643173
2024.10.07 11:00:00,10.3469467163
2024.10.07 12:00:00,10.353556633
2024.10.07 13:00:00,10.3567581177
2024.10.07 14:00:00,10.3563013077
2024.10.07 15:00:00,10.3551340103
2024.10.07 16:00:00,10.3530626297
2024.10.07 17:00:00,10.3505086899
2024.10.07 18:00:00,10.3468122482
2024.10.07 19:00:00,10.3454189301
2024.10.07 20:00:00,10.3448295593
2024.10.07 21:00:00,10.3433666229
2024.10.07 22:00:00,10.3386144638
2024.10.07 23:00:00,10.3379812241
2024.10.08 00:00:00,10.3314495087
2024.10.08 01:00:00,10.3251399994
2024.10.08 02:00:00,10.32675457
2024.10.08 03:00:00,10.3299770355
2024.10.08 04:00:00,10.3312578201
2024.10.08 05:00:00,10.3350248337
2024.10.08 06:00:00,10.3365535736
2024.10.08 07:00:00,10.3354034424
2024.10.08 08:00:00,10.3323497772
2024.10.08 09:00:00,10.3357191086
2024.10.08 10:00:00,10.3371906281
2024.10.08 11:00:00,10.3419427872
2024.10.08 12:00:00,10.3477592468
2024.10.08 13:00:00,10.3423690796
2024.10.08 14:00:00,10.347946167
2024.10.08 15:00:00,10.3480606079
2024.10.08 16:00:00,10.3498220444
2024.10.08 17:00:00,10.348739624
2024.10.08 18:00:00,10.3469076157
2024.10.08 19:00:00,10.3458833694
2024.10.08 20:00:00,10.3457984924
2024.10.08 21:00:00,10.345500946
2024.10.08 22:00:00,10.3455514908
2024.10.08 23:00:00,10.3454275131
2024.10.09 00:00:00,10.3456764221
2024.10.09 01:00:00,10.3462743759
2024.10.09 02:00:00,10.3468666077
2024.10.09 03:00:00,10.3475389481
2024.10.09 04:00:00,10.3486051559
2024.10.09 05:00:00,10.3478040695
2024.10.09 06:00:00,10.3493041992
2024.10.09 07:00:00,10.3512821198
2024.10.09 08:00:00,10.3533573151
2024.10.09 09:00:00,10.354801178
2024.10.09 10:00:00,10.358912468
2024.10.09 11:00:00,10.3643274307
2024.10.09 12:00:00,10.3676700592
2024.10.09 13:00:00,10.3709192276
2024.10.09 14:00:00,10.3725385666
2024.10.09 15:00:00,10.371919632
2024.10.09 16:00:00,10.3695373535
2024.10.09 17:00:00,10.3679742813
2024.10.09 18:00:00,10.3681602478
2024.10.09 19:00:00,10.3674430847
2024.10.09 20:00:00,10.3654546738
2024.10.09 21:00:00,10.365187645
2024.10.09 22:00:00,10.3635883331
2024.10.09 23:00:00,10.3632965088
2024.10.10 00:00:00,10.3636665344
2024.10.10 01:00:00,10.3659086227
2024.10.10 02:00:00,10.3664474487
2024.10.10 03:00:00,10.3612308502
2024.10.10 04:00:00,10.3520765305
2024.10.10 05:00:00,10.3478965759
2024.10.10 06:00:00,10.350610733
2024.10.10 07:00:00,10.3539495468
2024.10.10 08:00:00,10.3518314362
2024.10.10 09:00:00,10.3554534912
2024.10.10 10:00:00,10.3574771881
2024.10.10 11:00:00,10.3601722717
2024.10.10 12:00:00,10.3691225052
2024.10.10 13:00:00,10.3756666183
2024.10.10 14:00:00,10.3778810501
2024.10.10 15:00:00,10.3815584183
2024.10.10 16:00:00,10.3788728714
2024.10.10 17:00:00,10.3703517914
2024.10.10 18:00:00,10.3708639145
2024.10.10 19:00:00,10.3658599854
2024.10.10 20:00:00,10.3568344116
2024.10.10 21:00:00,10.3608827591
2024.10.10 22:00:00,10.3595237732
2024.10.10 23:00:00,10.3596429825
2024.10.11 00:00:00,10.3535270691
2024.10.11 01:00:00,10.3450536728
2024.10.11 02:00:00,10.3484992981
2024.10.11 03:00:00,10.3537921906
2024.10.11 04:00:00,10.348608017
2024.10.11 05:00:00,10.3520145416
2024.10.11 06:00:00,10.3541183472
2024.10.11 07:00:00,10.3559246063
2024.10.11 08:00:00,10.3579378128
2024.10.11 09:00:00,10.3578805923
2024.10.11 10:00:00,10.3585472107
2024.10.11 11:00:00,10.3615264893
2024.10.11 12:00:00,10.3646240234
2024.10.11 13:00:00,10.3624849319
2024.10.11 14:00:00,10.3672103882
2024.10.11 15:00:00,10.367067337
2024.10.11 16:00:00,10.3659181595
2024.10.11 17:00:00,10.3633651733
2024.10.11 18:00:00,10.3639707565
2024.10.11 19:00:00,10.3608884811
2024.10.11 20:00:00,10.3596420288
2024.10.11 21:00:00,10.3612070084
2024.10.11 22:00:00,10.3625183105
2024.10.11 23:00:00,10.3627929688
2024.10.12 00:00:00,10.3640899658
2024.10.12 01:00:00,10.3656949997
2024.10.12 02:00:00,10.3535327911
2024.10.12 03:00:00,10.3592205048
2024.10.12 04:00:00,10.3478145599
2024.10.12 05:00:00,10.3462524414
2024.10.12 06:00:00,10.3515739441
2024.10.12 07:00:00,10.3553905487
2024.10.12 08:00:00,10.3588647842
2024.10.12 09:00:00,10.3591814041
2024.10.12 10:00:00,10.3633022308
2024.10.12 11:00:00,10.3642234802
2024.10.12 12:00:00,10.3700609207
2024.10.12 13:00:00,10.3706245422
2024.10.12 14:00:00,10.3670368195
2024.10.12 15:00:00,10.3647270203
2024.10.12 16:00:00,10.3606176376
2024.10.12 17:00:00,10.3628787994
2024.10.12 18:00:00,10.355723381
2024.10.12 19:00:00,10.359210968
2024.10.12 20:00:00,10.3580474854
2024.10.12 21:00:00,10.3592100143
2024.10.12 22:00:00,10.3594484329
2024.10.12 23:00:00,10.3612337112
2024.10.13 00:00:00,10.3629045486
2024.10.13 01:00:00,10.3624277115
2024.10.13 02:00:00,10.3647890091
2024.10.13 03:00:00,10.3660144806
2024.10.13 04:00:00,10.3672552109
2024.10.13 05:00:00,10.3682775497
