Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.17 08:00:00,4.45945761385E-06
2024.09.17 09:00:00,4.46083004135E-06
2024.09.17 10:00:00,4.45928026238E-06
2024.09.17 11:00:00,4.45568730356E-06
2024.09.17 12:00:00,4.44486431661E-06
2024.09.17 13:00:00,4.42888767793E-06
2024.09.17 14:00:00,4.41495603809E-06
2024.09.17 15:00:00,4.40696612714E-06
2024.09.17 16:00:00,4.4115718083E-06
2024.09.17 17:00:00,4.43134376837E-06
2024.09.17 18:00:00,4.45927889814E-06
2024.09.17 19:00:00,4.48740001957E-06
2024.09.17 20:00:00,4.50921561423E-06
2024.09.17 21:00:00,4.52050471722E-06
2024.09.17 22:00:00,4.5190226956E-06
2024.09.17 23:00:00,4.50566449217E-06
2024.09.18 00:00:00,4.48383616458E-06
2024.09.18 01:00:00,4.46130798082E-06
2024.09.18 02:00:00,4.44345141659E-06
2024.09.18 03:00:00,4.43435556008E-06
2024.09.18 04:00:00,4.43572707809E-06
2024.09.18 05:00:00,4.44609713668E-06
2024.09.18 06:00:00,4.45932619186E-06
2024.09.18 07:00:00,4.46953254141E-06
2024.09.18 08:00:00,4.47203547083E-06
2024.09.18 09:00:00,4.46516423835E-06
2024.09.18 10:00:00,4.45084242529E-06
2024.09.18 11:00:00,4.43248200099E-06
2024.09.18 12:00:00,4.41451220468E-06
2024.09.18 13:00:00,4.39868881585E-06
2024.09.18 14:00:00,4.38772303823E-06
2024.09.18 15:00:00,4.38200686403E-06
2024.09.18 16:00:00,4.38088954979E-06
2024.09.18 17:00:00,4.38601500719E-06
2024.09.18 18:00:00,4.39707355326E-06
2024.09.18 19:00:00,4.41182874056E-06
2024.09.18 20:00:00,4.42723148808E-06
2024.09.18 21:00:00,4.43947328677E-06
2024.09.18 22:00:00,4.44335591965E-06
2024.09.18 23:00:00,4.4398798309E-06
2024.09.19 00:00:00,4.44425086243E-06
2024.09.19 01:00:00,4.46597778136E-06
2024.09.19 02:00:00,4.48830587629E-06
2024.09.19 03:00:00,4.50497009297E-06
2024.09.19 04:00:00,4.51867663287E-06
2024.09.19 05:00:00,4.5321376092E-06
2024.09.19 06:00:00,4.54399014416E-06
2024.09.19 07:00:00,4.54979908682E-06
2024.09.19 08:00:00,4.5485408009E-06
2024.09.19 09:00:00,4.50707011623E-06
2024.09.19 10:00:00,4.44603938377E-06
2024.09.19 11:00:00,4.37859989688E-06
2024.09.19 12:00:00,4.33812874689E-06
2024.09.19 13:00:00,4.34189678344E-06
2024.09.19 14:00:00,4.3569166337E-06
2024.09.19 15:00:00,4.37169046563E-06
