Time [yyyy.MM.dd HH:mm:ss],NH4 [gN/m3]
2024.09.29 13:00:00,7.1224877729E-07
2024.09.29 14:00:00,7.11131747266E-07
2024.09.29 15:00:00,7.10165181772E-07
2024.09.29 16:00:00,7.09056962478E-07
2024.09.29 17:00:00,7.07645483544E-07
2024.09.29 18:00:00,7.06017601715E-07
2024.09.29 19:00:00,7.04290073372E-07
2024.09.29 20:00:00,7.02676743458E-07
2024.09.29 21:00:00,7.01372641743E-07
2024.09.29 22:00:00,7.00384248375E-07
2024.09.29 23:00:00,6.99418080785E-07
2024.09.30 00:00:00,6.98579981417E-07
2024.09.30 01:00:00,6.97822770235E-07
2024.09.30 02:00:00,6.97146958828E-07
2024.09.30 03:00:00,6.96524864452E-07
2024.09.30 04:00:00,6.95903395354E-07
2024.09.30 05:00:00,6.9519654744E-07
2024.09.30 06:00:00,6.94526931966E-07
2024.09.30 07:00:00,6.93845890964E-07
2024.09.30 08:00:00,6.93161894105E-07
2024.09.30 09:00:00,6.92425146553E-07
2024.09.30 10:00:00,6.91482853199E-07
2024.09.30 11:00:00,6.90259810199E-07
2024.09.30 12:00:00,6.8888249416E-07
2024.09.30 13:00:00,6.87464307703E-07
2024.09.30 14:00:00,6.86058626798E-07
2024.09.30 15:00:00,6.84671078943E-07
2024.09.30 16:00:00,6.83272503466E-07
2024.09.30 17:00:00,6.81851133777E-07
2024.09.30 18:00:00,6.80318976265E-07
2024.09.30 19:00:00,6.78682283706E-07
2024.09.30 20:00:00,6.76987326642E-07
2024.09.30 21:00:00,6.75298451824E-07
2024.09.30 22:00:00,6.73836325404E-07
2024.09.30 23:00:00,6.72722592299E-07
2024.10.01 00:00:00,6.71507962124E-07
2024.10.01 01:00:00,6.70302767958E-07
2024.10.01 02:00:00,6.69185908464E-07
2024.10.01 03:00:00,6.68158691042E-07
2024.10.01 04:00:00,6.67438484925E-07
2024.10.01 05:00:00,6.66935534355E-07
2024.10.01 06:00:00,6.66329981414E-07
2024.10.01 07:00:00,6.65628874685E-07
2024.10.01 08:00:00,6.64794185923E-07
2024.10.01 09:00:00,6.6366271767E-07
2024.10.01 10:00:00,6.62300408294E-07
2024.10.01 11:00:00,6.60901719129E-07
2024.10.01 12:00:00,6.59569593608E-07
2024.10.01 13:00:00,6.58250655761E-07
2024.10.01 14:00:00,6.56991346659E-07
2024.10.01 15:00:00,6.55736641875E-07
2024.10.01 16:00:00,6.54446409953E-07
2024.10.01 17:00:00,6.53081713153E-07
2024.10.01 18:00:00,6.51436778298E-07
2024.10.01 19:00:00,6.49783487461E-07
2024.10.01 20:00:00,6.48333525533E-07
2024.10.01 21:00:00,6.47148226562E-07
2024.10.01 22:00:00,6.45940303912E-07
2024.10.01 23:00:00,6.44881083645E-07
2024.10.02 00:00:00,6.43913153908E-07
2024.10.02 01:00:00,6.43114162813E-07
2024.10.02 02:00:00,6.42265149509E-07
2024.10.02 03:00:00,6.41269593871E-07
2024.10.02 04:00:00,6.40180189748E-07
2024.10.02 05:00:00,6.39032350591E-07
2024.10.02 06:00:00,6.37852963337E-07
2024.10.02 07:00:00,6.36643960661E-07
2024.10.02 08:00:00,6.35413243799E-07
2024.10.02 09:00:00,6.34169794012E-07
2024.10.02 10:00:00,6.33013200968E-07
2024.10.02 11:00:00,6.32031515124E-07
2024.10.02 12:00:00,6.31322279787E-07
2024.10.02 13:00:00,6.3066192979E-07
2024.10.02 14:00:00,6.2987550109E-07
2024.10.02 15:00:00,6.28887335097E-07
2024.10.02 16:00:00,6.27629219707E-07
2024.10.02 17:00:00,6.262710599E-07
2024.10.02 18:00:00,6.24909944236E-07
2024.10.02 19:00:00,6.235170531E-07
2024.10.02 20:00:00,6.21989556748E-07
2024.10.02 21:00:00,6.20334162704E-07
2024.10.02 22:00:00,6.18615899839E-07
2024.10.02 23:00:00,6.16987335889E-07
2024.10.03 00:00:00,6.15475642007E-07
2024.10.03 01:00:00,6.14008797584E-07
2024.10.03 02:00:00,6.12553776591E-07
2024.10.03 03:00:00,6.1104458382E-07
2024.10.03 04:00:00,6.09475648616E-07
2024.10.03 05:00:00,6.0794059209E-07
2024.10.03 06:00:00,6.06462947417E-07
2024.10.03 07:00:00,6.05047546287E-07
2024.10.03 08:00:00,6.03658349974E-07
2024.10.03 09:00:00,6.02271541084E-07
2024.10.03 10:00:00,6.00867622325E-07
2024.10.03 11:00:00,5.9936502339E-07
2024.10.03 12:00:00,5.97674670644E-07
2024.10.03 13:00:00,5.96027518895E-07
2024.10.03 14:00:00,5.94580228608E-07
2024.10.03 15:00:00,5.93376000779E-07
2024.10.03 16:00:00,5.92056096593E-07
2024.10.03 17:00:00,5.90833053593E-07
2024.10.03 18:00:00,5.89683963881E-07
2024.10.03 19:00:00,5.8857779095E-07
2024.10.03 20:00:00,5.87462864132E-07
2024.10.03 21:00:00,5.86319288232E-07
2024.10.03 22:00:00,5.85176792356E-07
2024.10.03 23:00:00,5.83900600759E-07
2024.10.04 00:00:00,5.82600819143E-07
2024.10.04 01:00:00,5.81302685987E-07
2024.10.04 02:00:00,5.80051391808E-07
2024.10.04 03:00:00,5.7884568605E-07
2024.10.04 04:00:00,5.77640093979E-07
2024.10.04 05:00:00,5.76401077979E-07
2024.10.04 06:00:00,5.75118178858E-07
2024.10.04 07:00:00,5.7388103869E-07
2024.10.04 08:00:00,5.72646399633E-07
2024.10.04 09:00:00,5.71390955884E-07
2024.10.04 10:00:00,5.70193208205E-07
2024.10.04 11:00:00,5.6901365042E-07
2024.10.04 12:00:00,5.67844836041E-07
2024.10.04 13:00:00,5.66683524994E-07
2024.10.04 14:00:00,5.65445247958E-07
2024.10.04 15:00:00,5.64204469811E-07
2024.10.04 16:00:00,5.6295033346E-07
2024.10.04 17:00:00,5.61615479455E-07
2024.10.04 18:00:00,5.60238618164E-07
2024.10.04 19:00:00,5.58768931569E-07
2024.10.04 20:00:00,5.57332043627E-07
2024.10.04 21:00:00,5.55970814275E-07
2024.10.04 22:00:00,5.54651819584E-07
2024.10.04 23:00:00,5.53335780751E-07
2024.10.05 00:00:00,5.52030712697E-07
2024.10.05 01:00:00,5.50737524918E-07
2024.10.05 02:00:00,5.49429501007E-07
2024.10.05 03:00:00,5.48117156995E-07
2024.10.05 04:00:00,5.46811634194E-07
2024.10.05 05:00:00,5.45514126316E-07
2024.10.05 06:00:00,5.44230431387E-07
2024.10.05 07:00:00,5.42950715499E-07
2024.10.05 08:00:00,5.41670431176E-07
2024.10.05 09:00:00,5.40390487913E-07
2024.10.05 10:00:00,5.39127711363E-07
2024.10.05 11:00:00,5.37852315574E-07
2024.10.05 12:00:00,5.36495406323E-07
2024.10.05 13:00:00,5.35156345904E-07
2024.10.05 14:00:00,5.33954334969E-07
2024.10.05 15:00:00,5.32925753305E-07
2024.10.05 16:00:00,5.31995965503E-07
2024.10.05 17:00:00,5.31142461568E-07
2024.10.05 18:00:00,5.30084150796E-07
2024.10.05 19:00:00,5.2857171795E-07
2024.10.05 20:00:00,5.2664404393E-07
2024.10.05 21:00:00,5.24779295574E-07
2024.10.05 22:00:00,5.22954621829E-07
2024.10.05 23:00:00,5.21350955296E-07
2024.10.06 00:00:00,5.20086473443E-07
2024.10.06 01:00:00,5.19008779065E-07
2024.10.06 02:00:00,5.17980197401E-07
2024.10.06 03:00:00,5.16959346442E-07
2024.10.06 04:00:00,5.15909846399E-07
2024.10.06 05:00:00,5.14824364473E-07
2024.10.06 06:00:00,5.13726206464E-07
2024.10.06 07:00:00,5.12644135142E-07
2024.10.06 08:00:00,5.11598329922E-07
2024.10.06 09:00:00,5.10545817178E-07
2024.10.06 10:00:00,5.09404856075E-07
2024.10.06 11:00:00,5.08255311615E-07
2024.10.06 12:00:00,5.07061656663E-07
2024.10.06 13:00:00,5.0581229516E-07
2024.10.06 14:00:00,5.04442368765E-07
2024.10.06 15:00:00,5.02811928982E-07
2024.10.06 16:00:00,5.01265105868E-07
2024.10.06 17:00:00,4.99409452459E-07
2024.10.06 18:00:00,4.97741098116E-07
2024.10.06 19:00:00,4.96324503274E-07
2024.10.06 20:00:00,4.95410688472E-07
2024.10.06 21:00:00,4.94606638313E-07
2024.10.06 22:00:00,4.93821573855E-07
2024.10.06 23:00:00,4.93063794238E-07
2024.10.07 00:00:00,4.92277195008E-07
2024.10.07 01:00:00,4.91455864449E-07
2024.10.07 02:00:00,4.90578031531E-07
2024.10.07 03:00:00,4.89638807721E-07
2024.10.07 04:00:00,4.88641603624E-07
2024.10.07 05:00:00,4.87629563395E-07
2024.10.07 06:00:00,4.86644410103E-07
2024.10.07 07:00:00,4.85696432406E-07
2024.10.07 08:00:00,4.8475976655E-07
2024.10.07 09:00:00,4.83797691686E-07
2024.10.07 10:00:00,4.82779284994E-07
2024.10.07 11:00:00,4.81656172724E-07
2024.10.07 12:00:00,4.80347296161E-07
2024.10.07 13:00:00,4.78843446672E-07
2024.10.07 14:00:00,4.77187541037E-07
2024.10.07 15:00:00,4.75532033306E-07
2024.10.07 16:00:00,4.73952610491E-07
2024.10.07 17:00:00,4.72611105806E-07
2024.10.07 18:00:00,4.71523378565E-07
2024.10.07 19:00:00,4.70730839197E-07
2024.10.07 20:00:00,4.70135006481E-07
2024.10.07 21:00:00,4.69421507887E-07
2024.10.07 22:00:00,4.68591451863E-07
2024.10.07 23:00:00,4.67698470175E-07
2024.10.08 00:00:00,4.66716073788E-07
2024.10.08 01:00:00,4.65699599772E-07
2024.10.08 02:00:00,4.64748893592E-07
2024.10.08 03:00:00,4.63812767748E-07
2024.10.08 04:00:00,4.62858992023E-07
2024.10.08 05:00:00,4.6192303671E-07
2024.10.08 06:00:00,4.60960137616E-07
2024.10.08 07:00:00,4.59958187093E-07
2024.10.08 08:00:00,4.58916105117E-07
2024.10.08 09:00:00,4.57906025986E-07
2024.10.08 10:00:00,4.56843849861E-07
2024.10.08 11:00:00,4.55705247759E-07
2024.10.08 12:00:00,4.54554680118E-07
2024.10.08 13:00:00,4.53270331491E-07
2024.10.08 14:00:00,4.52130620943E-07
2024.10.08 15:00:00,4.5094162715E-07
2024.10.08 16:00:00,4.49809959946E-07
2024.10.08 17:00:00,4.48729110758E-07
2024.10.08 18:00:00,4.47832292139E-07
2024.10.08 19:00:00,4.47116036639E-07
2024.10.08 20:00:00,4.46418141564E-07
2024.10.08 21:00:00,4.45656354486E-07
2024.10.08 22:00:00,4.44844488356E-07
2024.10.08 23:00:00,4.43996214017E-07
2024.10.09 00:00:00,4.431257139E-07
2024.10.09 01:00:00,4.42236398612E-07
2024.10.09 02:00:00,4.41334094603E-07
2024.10.09 03:00:00,4.40424486214E-07
2024.10.09 04:00:00,4.3951345674E-07
2024.10.09 05:00:00,4.38574346617E-07
2024.10.09 06:00:00,4.37651152652E-07
2024.10.09 07:00:00,4.36723581743E-07
2024.10.09 08:00:00,4.35785779018E-07
2024.10.09 09:00:00,4.34836465502E-07
2024.10.09 10:00:00,4.33868962091E-07
2024.10.09 11:00:00,4.32881307688E-07
2024.10.09 12:00:00,4.31871541196E-07
2024.10.09 13:00:00,4.30878714042E-07
2024.10.09 14:00:00,4.29977887961E-07
