Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.10.12 16:00:00,1.33351213663E-05
2024.10.12 17:00:00,1.33407338581E-05
2024.10.12 18:00:00,1.33463126986E-05
2024.10.12 19:00:00,1.33515741254E-05
2024.10.12 20:00:00,1.33543517222E-05
2024.10.12 21:00:00,1.33566718432E-05
2024.10.12 22:00:00,1.33584317155E-05
2024.10.12 23:00:00,1.33606990858E-05
2024.10.13 00:00:00,1.33629864649E-05
2024.10.13 01:00:00,1.33651356009E-05
2024.10.13 02:00:00,1.33680605359E-05
2024.10.13 03:00:00,1.33709500005E-05
2024.10.13 04:00:00,1.33738358272E-05
2024.10.13 05:00:00,1.33769181048E-05
2024.10.13 06:00:00,1.33802268465E-05
2024.10.13 07:00:00,1.33846469907E-05
2024.10.13 08:00:00,1.33893763632E-05
2024.10.13 09:00:00,1.33941130116E-05
2024.10.13 10:00:00,1.33987623485E-05
2024.10.13 11:00:00,1.34032043206E-05
2024.10.13 12:00:00,1.34066531245E-05
2024.10.13 13:00:00,1.34099727802E-05
2024.10.13 14:00:00,1.34133815664E-05
2024.10.13 15:00:00,1.34187630465E-05
2024.10.13 16:00:00,1.34227448143E-05
2024.10.13 17:00:00,1.34256879392E-05
2024.10.13 18:00:00,1.34297906698E-05
2024.10.13 19:00:00,1.34316132971E-05
2024.10.13 20:00:00,1.34330221044E-05
2024.10.13 21:00:00,1.34341180456E-05
2024.10.13 22:00:00,1.34339979923E-05
2024.10.13 23:00:00,1.34333058668E-05
2024.10.14 00:00:00,1.34291676659E-05
2024.10.14 01:00:00,1.34292631628E-05
2024.10.14 02:00:00,1.34291140057E-05
2024.10.14 03:00:00,1.34276269819E-05
2024.10.14 04:00:00,1.3426737496E-05
2024.10.14 05:00:00,1.34250303745E-05
2024.10.14 06:00:00,1.34233032441E-05
2024.10.14 07:00:00,1.3421429685E-05
2024.10.14 08:00:00,1.34160836751E-05
2024.10.14 09:00:00,1.34119063659E-05
2024.10.14 10:00:00,1.34059964694E-05
2024.10.14 11:00:00,1.34014753712E-05
2024.10.14 12:00:00,1.34001356855E-05
2024.10.14 13:00:00,1.33962148539E-05
2024.10.14 14:00:00,1.33938183353E-05
2024.10.14 15:00:00,1.3390692402E-05
2024.10.14 16:00:00,1.33831499625E-05
2024.10.14 17:00:00,1.33835274028E-05
2024.10.14 18:00:00,1.33844632728E-05
2024.10.14 19:00:00,1.33843050207E-05
2024.10.14 20:00:00,1.33850289785E-05
